사랑	0.7309547891518305
천사	0.7240009001287737
친절	0.383133415355824
유명	0.47670810825941584
짱	0.7485124421260629
참여	0.19163116873497826
최고	0.7546832851074226
만족	0.4703186938624876
유익	0.4688205457882531
열정적	0.4496427095932995
답변	0.19615758228599853
명강의	0.7186558171370336
잘 하심	0.54
잘 하십니다	0.5391165511560859
활발	0.2699756394640682
남는 게 많	0.27
남는 것이 많	0.26997722095671983
힐링	0.46774280304440313
수업을 잘	0.7182159604988144
질문	0.2096843345807089
관심	0.2047147737595911
따라가기	0.2696383870964461
도움이 되	0.26903817919531664
추천	0.3796042294329672
들어야	0.44915683021273084
감사	0.2871162561496265
배우	0.35693208279848093
재밌	0.5364357928003034
재미있	0.5390033938177763
필기	0.21642876205356656
집중	-0.15468497216000884
혼자	-0.4254192933110033
부족	-0.4164928986930295
자습	-0.44977811622878694
당황	-0.691058565833139
최악	-1.0741043398367747
인생	-1.0460499955036682
불편	-0.5237536610098307
복잡	-0.5195207330989717
불만	-0.49807916137727437
악명	-1.0400361836192689
비추	-0.7200157842643963
송준화	-0.36001599369896486
난이도	-0.690247998340198
답답	-0.7201691390506464
후회	-1.0714466505910079
졸리	-0.720481676277245
졸려	-0.7200749063670413
아쉬움	-0.4411580700789563
독학	-0.5055542661888397
불친절	-1.0642656894489884
못하십니다	-0.7197777777777778
허술	-0.7200572404630861
배우는 게	-0.7200000000000001
모르	-0.7226919365017673
못 따라가	-0.7200000000000001
따라가지 못	-0.7199660441426147
최성희	-0.7117641983504
전혀	-0.7199355999623284
저희가	-0.5399503688799464
디자인	-0.5193542895026684
애들이	-0.3600300701374626
조교님께	-0.3600144396888642
못하십니다.교수님이	-0.5397777777777778
학생에	-0.2695214401091894
너무나	-0.2698116009363092
핀토스	-1.0803546638112194
숙제를	-0.27015475996868943
특허	-0.32424461779436786
제발	-0.35996364875584247
조교가	-0.3599872268455734
족보	-0.16422497482837545
나오기	-0.1798786712613451
정작	-0.1339872182064836
학교	-0.16791652330910414
틀린	-0.17996271648512668
제일	-0.06250361738679505
일부	-0.06851628988149619
잘했냐에	-0.17985815602836883
제시간에	-0.1799712643678161
이해와	-0.0899712643678161
디자인을	-0.0899712643678161
부적절하고	-0.17999061032863853
최악의	-1.0799017354609426
귀찮습니다	-0.17994583557473753
명세서	-0.1798680154320418
망했으면	-0.8983333333333333
