불만족	-0.27
송	-0.15268217263245293
에러	-0.449994715984148
멘탈 	-0.9899598126476763
특허	-0.23424461779436784
디버깅	-0.3534734796739938
개발	-0.5180738415307157
듀가	-0.4499436385586182
뚝배기	-0.9642479607110511
많은걸	-0.8099418957921921
os	-0.9005263406724955
제발	-0.44996364875584244
디자인	-1.5993542895026684
부담	-0.3504783278316708
프로젝트	-0.1526977528976668
플젝	-1.3263838421368326
핀토스	-1.8003546638112193
프로그래밍	-0.07280910909680188
아쉬워서	-0.5400347826086956
논문	-0.26362317249463096
팀	-0.15439670456922683
토론	-0.139189364202226
복습	-0.07206630784570248
보고서	-0.07516272723094036
레포트	-0.06881429577968266
에세이	-0.1608185434387983
고생	-0.5169824881839871
전출	-0.08614700100074454
어려움	-0.2519926889522296
연습반	-0.18030342079451755
당황	-0.24105856583313892
무리	-0.24250398596223474
주의	-0.15399983823850028
듀	-0.25402322272396316
종강	-0.17954820648234163
스트레스	-0.712132826324719
빡	-0.3293137613837338
드랍	-0.6940160218014243
후회	-0.5314466505910079
고통	-0.6800890499481512
포기	-0.6901344203849099
페이퍼	-0.14957712631743422
인생	-0.4160499955036682
불가능	-0.40300153381584963
팀플	-0.2701534366024898
조모임	-0.27
ㄷㄷ	-0.3609162790697675
4시간	-0.3602376456375621
악명	-0.6800361836192691
비추	-0.7200157842643963
지옥	-1.08
난이도	-0.15024799834019797
매번	-0.09002624456339879
투자	-0.24525310512426082
빠듯	-0.45
빡세	-0.4395276350361304
로드는 많	-0.5400778526958487
로드가 많	-0.5401942333663566
과제가 많	-0.5400601804562479
많습니다	-0.1800640358792182
힘듭니다	-0.539844433375705
힘들었습니다	-0.5399138747013122
엄청	-0.36124620329055435
요구	-0.3394685399332317
어렵	-0.27272173716553755
힘들	-0.36031132810409655
외울	-0.09063708402181832
피피티	0.11227380722663327
널널	0.7362480923604333
행복	0.7502551442104732
사랑	0.7309547891518305
천사	0.7240009001287737
꿀	0.7092129493802025
개꿀	0.3596884920634921
짱	0.5685124421260629
최고	0.7546832851074226
만족	0.3803186938624876
갓	0.6885135457160656
킹	0.7197542273946126
적어서	0.3599276163623749
과제가 거의	0.71984126984127
부담이 없	0.7199569892473119
부담이 적	0.7200000000000001
쉬운	0.5376796815723341
쉽습니다	0.5395110697701833
어려운 편은 아니	0.2699602153566845
어렵지 않	0.26940714666924326
어려운 건 없	0.26993680884676147
힘들지 않	0.2699140815740342
많지는 않	0.26961690953626377
적다	0.3599577167019028
똑같이	0.17978739728739732
할만	0.17915878612073036
편합니다	0.5398406834795569
편해요	0.5400399016302666
문제는 없	0.2698701422134886
할 수 있는	0.17989220337398337
무난	0.2649940765244254
쉬워	0.5395867077097751
안해도	0.35991593375930636
로드는 0	0.7199799799799801
없다	0.17954684779230745
하면 된다	0.08994736842105264
충분	0.17947969081507587
해결	0.19776510573995354
평이	0.17990472752914358
많아야	0.18000000000000002
넉넉	0.17995024875621893
그대로	0.08930428921214839
잘	0.8612391041163547
수업을	0.44603213879376086
수업	0.2576957937454013
열심히	0.26709567658762906
매우	0.1784286772561298
꽤	0.35457898484081773
좋	0.5282668076129243
받았습니다	0.35854272431467976
쉽게	0.4486674610546885
굉장히	0.17896636142983813
족보	0.28577502517162456
