Categories,2012 가을,2015 봄,2016 봄,2017 봄,2018 봄
Lecture,0.38486505312654873,1.4575688968981189,0.8715332835701619,0.6762349183399271,0.9910350968491454
Load,0.13110495030812458,2.051153497101326,3.1451244970888506,4.2121698990027525,0.3922143213212077
Grade,0.09966799462495582,0.6693406234071414,1.1110860862529104,1.355967987563627,0.0
