Categories,Lecture,Load,Grade
2012 Spring,4.504876405953935,2.6819056659311657,2.939279094045987
2015 Spring,4.5048764059539295,2.6819056659477547,2.939279094045987
2018 Spring,4.504876405953935,2.6819056659475757,2.939279094045987
