Categories,2012 봄,2015 봄,2016 봄,2017 봄,2018 봄
Lecture,0.5842192731929995,0.46736622653320303,0.6423513780815249,1.7037861432703043,1.2562257025536236
Load,0.008558600201740853,2.064454276084497,1.693160282372389,1.9980299502633572,1.081295335181576
Grade,0.0,0.7708686224445245,0.9537848830796634,1.4885341320370482,0.01426384584189757
