Categories,2012 봄,2013 봄,2013 가을,2014 봄,2015 봄,2016 가을,2017 봄
Lecture,0.0,0.8688784303106244,1.3041559456683902,1.6339721744583324,0.9479357062552136,3.9833992580847513,1.7164765279199135
Load,0.958855857554137,1.9828849498017618,3.319148095026747,1.8970700853340232,1.9166122592391854,3.4868980403162437,1.979682770236379
Grade,0.0,1.9441541532425146,0.38158316151438676,0.01426384584189757,1.5687406735258265,1.0968736313814855,2.089795696550894
