Categories,2016 봄,2017 봄,2018 봄
Lecture,0.7181209465014091,0.5370495669980353,0.9719231254817318
Load,1.8493879595853264,1.7239594730529497,1.149444426611722
Grade,0.7631663230287735,1.0740991339960706,0.1559111523492301
