Categories,2013 가을,2016 가을,2018 봄
Lecture,0.0,0.5842192731929995,0.8210349620722978
Load,0.51935480481803,1.4325957403980487,2.3158223842096564
Grade,0.5370495669980353,1.0740991339960706,0.41723853349485734
