Categories,2012 봄,2016 봄,2017 봄,2018 봄
Lecture,0.16406357917790967,0.5215776843229398,0.9960551554017734,1.5076270835057037
Load,0.0,0.04242210506025586,2.744652654026954,3.3121940007217185
Grade,0.0,0.04977833184849019,0.29034985936683466,3.516615574802493
